purchasecod,codclient,date_purchase,sales_channel,codprod,product,price,category_name,brand,disc_perc,total
72925008,7233237,2023-09-06,mktplace,942306,"Atrend-Bbox E12DSV B Box Series 12 Dual Vented Enclosure with Shared Chamber""",68.03,"car, speaker, subwoofer",Atrend,0.0,68.03
64649248,7083552,2023-08-20,partners,998765,"Atrend-Bbox E12DSV B Box Series 12 Dual Vented Enclosure with Shared Chamber""",65.45,"car, speaker, subwoofer",Atrend,0.0,65.45
23308538,7797372,2022-05-24,partners,837987,"Atrend-Bbox E12DSV B Box Series 12 Dual Vented Enclosure with Shared Chamber""",65.45,"car, speaker, subwoofer",Atrend,0.0,65.45
51457265,1220400,2023-11-03,mob,525221,"Atrend-Bbox E12DSV B Box Series 12 Dual Vented Enclosure with Shared Chamber""",69.99,"car, speaker, subwoofer",Atrend,0.0,69.99
65033990,7076711,2022-11-19,website,291693,"Atrend-Bbox E12DSV B Box Series 12 Dual Vented Enclosure with Shared Chamber""",79.99,"car, speaker, subwoofer",Atrend,0.0,79.99
24748810,6023011,2023-01-25,mktplace,688990,"Atrend-Bbox E12DSV B Box Series 12 Dual Vented Enclosure with Shared Chamber""",79.99,"car, speaker, subwoofer",Atrend,0.0,79.99
41074007,8781761,2023-02-27,website,992201,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,492.99,"receiver, amplifier, home",DENON - HEOS,0.0,492.99
44085697,6062396,2022-08-29,store,150316,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,492.99,"receiver, amplifier, home",DENON - HEOS,0.0,492.99
28750316,9914006,2023-10-20,website,877109,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,549.99,"receiver, amplifier, home",DENON - HEOS,0.0,549.99
45185198,5067867,2024-06-30,store,697115,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,549.99,"receiver, amplifier, home",DENON - HEOS,0.0,549.99
85492990,6822790,2022-11-19,partners,784772,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,429.99,"receiver, amplifier, home",DENON - HEOS,0.0,429.99
49211769,7220178,2022-05-21,partners,709551,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,579.99,"receiver, amplifier, home",DENON - HEOS,0.0,579.99
15663072,7288445,2024-01-13,mob,565849,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,579.99,"receiver, amplifier, home",DENON - HEOS,0.0,579.99
25804585,7272035,2023-01-07,partners,757133,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,579.99,"receiver, amplifier, home",DENON - HEOS,0.0,579.99
72342381,7423039,2022-05-03,partners,322623,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,579.99,"receiver, amplifier, home",DENON - HEOS,0.0,579.99
77995608,4786868,2022-05-04,store,752162,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,579.99,"receiver, amplifier, home",DENON - HEOS,0.0,579.99
72357598,7393771,2022-10-19,partners,232050,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,434.99,"receiver, amplifier, home",DENON - HEOS,0.0,434.99
30638673,6816281,2023-11-20,website,659399,7.2CH AVR WITH WIFI _ BLUETOOTH 2 HDMI OUTPUTS 90 WATTS/CH.,486.99,"receiver, amplifier, home",DENON - HEOS,0.0,486.99
59393294,3606808,2023-04-05,partners,183372,MCR-B043 30W Bluetooth Wireless Music System (Red),252.99,"shelf, tabletop, audio",Yamaha,0.0,252.99
40172174,4255080,2023-03-29,mob,241217,MCR-B043 30W Bluetooth Wireless Music System (Red),252.99,"shelf, tabletop, audio",Yamaha,0.0,252.99
80624187,5386521,2023-05-29,store,195941,MCR-B043 30W Bluetooth Wireless Music System (Red),252.99,"shelf, tabletop, audio",Yamaha,0.0,252.99
35821090,6380593,2023-11-30,mob,214687,MCR-B043 30W Bluetooth Wireless Music System (Red),252.99,"shelf, tabletop, audio",Yamaha,0.0,252.99
54996444,3468286,2023-01-06,website,845358,MCR-B043 30W Bluetooth Wireless Music System (Red),252.99,"shelf, tabletop, audio",Yamaha,0.0,252.99
77169042,8149466,2024-03-14,website,238424,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
36772344,3000270,2023-01-01,mktplace,588701,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
20603760,5085214,2022-02-01,mob,825031,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
70552752,8013724,2024-05-15,partners,818339,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
12168882,9807226,2023-01-24,website,316161,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
70957400,5006653,2023-05-14,store,953963,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
59282899,8180362,2024-06-23,partners,898180,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
78284323,7898254,2022-01-09,store,708254,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
68515889,8199801,2024-06-02,website,198621,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
30647718,7024514,2023-12-14,website,490023,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
98481311,2788984,2024-02-13,website,411102,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
29474187,1393222,2023-09-06,store,165275,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
51679558,8231229,2023-11-30,mob,984976,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
36942082,9513784,2024-01-05,website,952662,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
94351243,8359266,2023-08-14,store,433003,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
83599453,6865598,2023-09-17,store,510806,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
43377824,4022257,2022-03-25,website,202140,MCR-B043 30W Bluetooth Wireless Music System (Red),279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
75690320,6435748,2023-03-20,website,543642,MCR-B043 30W Bluetooth Wireless Music System (Red),249.99,"shelf, tabletop, audio",Yamaha,0.0,249.99
94717759,1314755,2022-12-31,partners,544392,AVR-X3400H 7.2-Channel Network A/V Receiver,799.0,"receiver, amplifier, home",Denon,0.0,799.0
93128464,1781317,2024-02-29,partners,339449,AVR-X3400H 7.2-Channel Network A/V Receiver,799.0,"receiver, amplifier, home",Denon,0.0,799.0
16112564,8412451,2022-10-12,website,299967,AVR-X3400H 7.2-Channel Network A/V Receiver,999.0,"receiver, amplifier, home",Denon,0.0,999.0
45329308,2956231,2022-03-11,partners,375436,AVR-X3400H 7.2-Channel Network A/V Receiver,999.0,"receiver, amplifier, home",Denon,0.0,999.0
10725220,8256795,2022-07-28,mktplace,522394,AVR-X3400H 7.2-Channel Network A/V Receiver,999.0,"receiver, amplifier, home",Denon,0.0,999.0
17957055,3530469,2023-01-02,store,942970,AVR-X3400H 7.2-Channel Network A/V Receiver,999.0,"receiver, amplifier, home",Denon,0.0,999.0
76149711,6554311,2023-01-27,store,732047,AVR-X3400H 7.2-Channel Network A/V Receiver,999.0,"receiver, amplifier, home",Denon,0.0,999.0
38429603,1006862,2022-02-07,store,532256,AVR-X3400H 7.2-Channel Network A/V Receiver,999.0,"receiver, amplifier, home",Denon,0.0,999.0
80187171,6990079,2022-09-06,website,300342,HD 4.40 BT Wireless Bluetooth Headphones,149.95,headphone,Sennheiser,0.0,149.95
97705734,5525986,2022-06-22,mob,468379,HD 4.40 BT Wireless Bluetooth Headphones,149.95,headphone,Sennheiser,0.0,149.95
99652918,2034502,2023-10-20,store,885807,HD 4.40 BT Wireless Bluetooth Headphones,149.95,headphone,Sennheiser,0.0,149.95
22993226,7457901,2023-03-10,partners,107143,HD 4.40 BT Wireless Bluetooth Headphones,149.95,headphone,Sennheiser,0.0,149.95
62024916,7861352,2023-09-26,partners,306599,HD 4.40 BT Wireless Bluetooth Headphones,149.95,headphone,Sennheiser,0.0,149.95
11467910,3323793,2024-04-01,website,753177,HD 4.40 BT Wireless Bluetooth Headphones,144.95,headphone,Sennheiser,0.0,144.95
30439358,4150113,2023-12-09,mob,197775,Yamaha - Micro Component System - Blue,279.95,"shelf, tabletop, audio",Yamaha,0.0,279.95
23005968,1786831,2024-02-02,mob,568396,Yamaha - Micro Component System - Blue,279.95,"shelf, tabletop, audio",Yamaha,0.0,279.95
88375837,1019189,2022-10-19,website,540196,Yamaha - Micro Component System - Blue,279.95,"shelf, tabletop, audio",Yamaha,0.0,279.95
28871468,1287265,2022-12-21,mktplace,314827,Yamaha - Micro Component System - Blue,249.95,"shelf, tabletop, audio",Yamaha,0.0,249.95
75094569,2949330,2024-06-13,mob,746416,Yamaha - Micro Component System - Blue,249.95,"shelf, tabletop, audio",Yamaha,0.0,249.95
87446239,9991462,2022-08-15,partners,879828,Yamaha - Micro Component System - Blue,279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
89572079,2331104,2023-05-14,website,564889,Yamaha - Micro Component System - Blue,279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
57873861,9776951,2024-01-14,website,472527,Yamaha - Micro Component System - Blue,279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
81153592,1166317,2022-04-17,mob,414957,Yamaha - Micro Component System - Blue,279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
89430226,2959539,2023-04-09,website,244640,Yamaha - Micro Component System - Blue,279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
47148829,1951044,2023-06-08,partners,919785,Yamaha - Micro Component System - Blue,279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
38082766,7805296,2023-10-09,mktplace,755368,Yamaha - Micro Component System - Blue,279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
81926125,9327515,2023-08-07,mktplace,433695,Yamaha - Micro Component System - Blue,279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
99827394,8275036,2023-12-09,partners,297136,Yamaha - Micro Component System - Blue,279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
99711393,3784139,2023-04-24,store,382460,Yamaha - Micro Component System - Blue,279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
89450772,7482332,2022-03-27,mob,378068,Yamaha - Micro Component System - Blue,279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
71592517,2102489,2024-04-17,website,627995,Yamaha - Micro Component System - Blue,279.99,"shelf, tabletop, audio",Yamaha,0.0,279.99
81848059,1994107,2022-04-01,mob,890340,Yamaha - Micro Component System - Blue,252.99,"shelf, tabletop, audio",Yamaha,0.0,252.99
68270811,1849276,2024-05-19,partners,887863,Yamaha - Micro Component System - Blue,252.99,"shelf, tabletop, audio",Yamaha,0.0,252.99
33330197,5736137,2022-11-16,store,586762,Yamaha - Micro Component System - Blue,252.99,"shelf, tabletop, audio",Yamaha,0.0,252.99
15578647,3236356,2024-04-04,store,565361,Yamaha - Micro Component System - Blue,264.99,"shelf, tabletop, audio",Yamaha,0.0,264.99
73146521,3112530,2024-05-14,website,345879,Sony - High Power XB60 Portable Bluetooth Speaker - Black,248.0,"speaker, wireless, audio",Sony,0.0,248.0
79669245,5724803,2022-12-08,mob,589026,Sony - High Power XB60 Portable Bluetooth Speaker - Black,248.0,"speaker, wireless, audio",Sony,0.0,248.0
31985061,8861066,2023-02-02,mob,280057,Sony - High Power XB60 Portable Bluetooth Speaker - Black,248.0,"speaker, wireless, audio",Sony,0.0,248.0
26806793,3282333,2022-02-02,mktplace,972047,Sony - High Power XB60 Portable Bluetooth Speaker - Black,348.0,"speaker, wireless, audio",Sony,0.0,348.0
73442126,7753813,2022-12-18,store,720114,Sony - High Power XB60 Portable Bluetooth Speaker - Black,348.0,"speaker, wireless, audio",Sony,0.0,348.0
90542052,1905368,2022-01-07,mktplace,206848,Sony - High Power XB60 Portable Bluetooth Speaker - Black,348.0,"speaker, wireless, audio",Sony,0.0,348.0
98670398,6089189,2022-11-21,mob,425908,Sony - High Power XB60 Portable Bluetooth Speaker - Black,348.0,"speaker, wireless, audio",Sony,0.0,348.0
46090218,2901541,2023-02-15,store,481516,Sony - High Power XB60 Portable Bluetooth Speaker - Black,348.0,"speaker, wireless, audio",Sony,0.0,348.0
33410126,5585827,2023-09-07,mktplace,711356,Sony - High Power XB60 Portable Bluetooth Speaker - Black,198.0,"speaker, wireless, audio",Sony,0.0,198.0
60245820,9324728,2024-05-19,website,882172,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1849.99,"laptop, computer",Alienware,0.0,1849.99
14139244,9778749,2022-08-04,mob,435448,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1849.99,"laptop, computer",Alienware,0.0,1849.99
17396333,3330765,2023-02-02,partners,331671,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1849.99,"laptop, computer",Alienware,0.0,1849.99
49870075,1336238,2022-06-11,mktplace,585018,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1849.99,"laptop, computer",Alienware,0.0,1849.99
68699603,7753251,2023-05-07,mktplace,515981,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1849.99,"laptop, computer",Alienware,0.0,1849.99
81622511,2162044,2022-08-24,website,327834,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1721.99,"laptop, computer",Alienware,0.0,1721.99
18488230,6125871,2023-02-22,partners,336848,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1721.99,"laptop, computer",Alienware,0.0,1721.99
80559791,6971441,2023-09-30,mktplace,335774,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1479.99,"laptop, computer",Alienware,0.0,1479.99
61374784,6861690,2022-09-08,mktplace,424633,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1479.99,"laptop, computer",Alienware,0.0,1479.99
41245424,7980925,2023-01-11,website,624652,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1479.99,"laptop, computer",Alienware,0.0,1479.99
66420662,1509410,2022-11-30,website,672740,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1377.99,"laptop, computer",Alienware,0.0,1377.99
93957084,3344630,2022-07-12,website,552546,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1377.99,"laptop, computer",Alienware,0.0,1377.99
38664237,7280008,2023-06-09,website,538511,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1386.99,"laptop, computer",Alienware,0.0,1386.99
34975115,2116749,2024-02-03,website,911390,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1386.99,"laptop, computer",Alienware,0.0,1386.99
13455083,1191713,2023-03-02,mktplace,999848,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1411.99,"laptop, computer",Alienware,0.0,1411.99
83561013,4555117,2022-10-17,partners,758207,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1411.99,"laptop, computer",Alienware,0.0,1411.99
52120236,7032525,2022-11-04,mob,895141,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1529.99,"laptop, computer",Alienware,0.0,1529.99
71445906,8654212,2024-06-29,partners,958286,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1529.99,"laptop, computer",Alienware,0.0,1529.99
65730628,8927787,2022-10-21,mktplace,191258,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1529.99,"laptop, computer",Alienware,0.0,1529.99
76448835,5789322,2022-04-25,store,297644,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1619.99,"laptop, computer",Alienware,0.0,1619.99
61736768,4065468,2023-03-23,mob,721743,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1764.99,"laptop, computer",Alienware,0.0,1764.99
34583689,7759340,2023-05-11,store,100125,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1764.99,"laptop, computer",Alienware,0.0,1764.99
69858119,6351391,2022-07-31,website,173396,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1749.99,"laptop, computer",Alienware,0.0,1749.99
38657455,5986680,2022-07-15,mktplace,971873,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1349.99,"laptop, computer",Alienware,0.0,1349.99
37885612,3428478,2024-02-08,mob,654306,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1799.99,"laptop, computer",Alienware,0.0,1799.99
67264662,8260858,2022-10-24,mob,264742,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1799.99,"laptop, computer",Alienware,0.0,1799.99
57148376,7454056,2024-05-16,mob,747568,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1799.99,"laptop, computer",Alienware,0.0,1799.99
33526370,7408494,2023-06-27,store,349461,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1799.99,"laptop, computer",Alienware,0.0,1799.99
31333593,3826759,2023-04-14,partners,396595,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1799.99,"laptop, computer",Alienware,0.0,1799.99
12030472,4253148,2023-11-07,website,252292,"Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""",1799.99,"laptop, computer",Alienware,0.0,1799.99
62724964,2813707,2023-07-02,website,598610,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
35730806,9046260,2024-03-23,partners,437479,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
74627860,5253503,2022-01-04,mktplace,131439,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
99281465,4336805,2024-04-07,website,260904,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
27168829,5209550,2022-05-09,mktplace,311255,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
99627435,8920370,2022-06-02,mob,301101,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
92332574,7927361,2022-02-21,store,664602,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
61715956,6524241,2024-02-24,partners,573723,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
44392389,4992280,2022-11-16,mktplace,998496,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
85527218,4473445,2023-04-21,partners,222874,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
13300435,1107042,2022-06-06,mktplace,451016,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
98672350,4859958,2022-05-31,store,867855,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
46639698,1238383,2022-03-26,partners,878859,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
46327640,3874074,2024-05-08,store,115836,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
65418332,4246013,2023-04-11,website,135389,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
46497271,4793494,2023-12-04,store,896683,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
57780633,4653902,2022-08-23,mktplace,827696,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.99,"headphone, earbud, ear",Monster,0.0,59.99
84947283,9118795,2024-06-24,website,286414,Monster - iSport Achieve In-Ear Wireless Headphones - Green,49.99,"headphone, earbud, ear",Monster,0.0,49.99
15838515,3822777,2024-03-23,mob,785339,Monster - iSport Achieve In-Ear Wireless Headphones - Green,49.99,"headphone, earbud, ear",Monster,0.0,49.99
64237678,5328938,2022-03-24,store,304726,Monster - iSport Achieve In-Ear Wireless Headphones - Green,49.99,"headphone, earbud, ear",Monster,0.0,49.99
71532651,5893995,2023-08-06,mktplace,471461,Monster - iSport Achieve In-Ear Wireless Headphones - Green,49.99,"headphone, earbud, ear",Monster,0.0,49.99
68202742,7968562,2022-12-10,partners,371156,Monster - iSport Achieve In-Ear Wireless Headphones - Green,49.99,"headphone, earbud, ear",Monster,0.0,49.99
40373944,5667028,2024-04-01,mktplace,423849,Monster - iSport Achieve In-Ear Wireless Headphones - Green,49.99,"headphone, earbud, ear",Monster,0.0,49.99
59702999,6483761,2022-11-17,website,254961,Monster - iSport Achieve In-Ear Wireless Headphones - Green,49.99,"headphone, earbud, ear",Monster,0.0,49.99
73584804,2494514,2022-12-30,website,802772,Monster - iSport Achieve In-Ear Wireless Headphones - Green,49.99,"headphone, earbud, ear",Monster,0.0,49.99
78662639,3077001,2022-01-19,partners,316290,Monster - iSport Achieve In-Ear Wireless Headphones - Green,59.95,"headphone, earbud, ear",Monster,0.0,59.95
96167804,7023164,2023-11-25,store,292068,Monster - iSport Achieve In-Ear Wireless Headphones - Green,45.0,"headphone, earbud, ear",Monster,0.0,45.0
73543103,9014332,2024-04-23,website,826453,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",394.83,"laptop, computer",Lenovo,0.19,394.08
76474596,7434826,2023-06-21,mob,942960,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",384.97,"laptop, computer",Lenovo,0.0,384.97
92328628,1882526,2023-02-01,mob,782592,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",384.96,"laptop, computer",Lenovo,0.0,384.96
71321860,2736772,2023-11-10,mktplace,873315,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",349.97,"laptop, computer",Lenovo,0.0,349.97
60406849,2714065,2022-09-20,mob,261108,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",339.94,"laptop, computer",Lenovo,0.0,339.94
88793862,6112135,2024-01-23,mktplace,778506,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",339.94,"laptop, computer",Lenovo,0.0,339.94
75587386,5218516,2024-01-29,partners,238287,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",339.87,"laptop, computer",Lenovo,0.0,339.87
28887774,7872430,2023-08-09,mktplace,908255,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",339.87,"laptop, computer",Lenovo,0.0,339.87
96585126,3144719,2022-06-24,website,336726,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",339.98,"laptop, computer",Lenovo,0.0,339.98
33231235,7114152,2024-05-08,partners,886385,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",349.99,"laptop, computer",Lenovo,0.0,349.99
83000942,2684468,2024-01-21,website,722868,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",349.99,"laptop, computer",Lenovo,0.0,349.99
68719944,5778333,2024-04-10,mktplace,534347,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",349.99,"laptop, computer",Lenovo,0.0,349.99
27061286,7559584,2024-04-06,mob,822689,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",349.99,"laptop, computer",Lenovo,0.0,349.99
54155454,7408479,2022-07-21,partners,218870,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",349.99,"laptop, computer",Lenovo,0.0,349.99
15227951,6412053,2024-05-22,partners,236960,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",349.99,"laptop, computer",Lenovo,0.0,349.99
83438581,9348785,2022-02-06,mob,179756,"Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""",349.99,"laptop, computer",Lenovo,0.0,349.99
